year,agricultureValueAddedCurrentPrices,agricultureValueAddedCurrentPrices_state,fisheriesValueAddedCurrentPrices,fisheriesValueAddedCurrentPrices_state,industryValueAddedCurrentPrices,industryValueAddedCurrentPrices_state,servicesValueAddedCurrentPrices,servicesValueAddedCurrentPrices_state,grossDomesticProductValueAddedCurrentPrices,grossDomesticProductValueAddedCurrentPrices_state,agricultureValueAddedPriceIndex,agricultureValueAddedPriceIndex_state,fisheriesValueAddedPriceIndex,fisheriesValueAddedPriceIndex_state,industryValueAddedPriceIndex,industryValueAddedPriceIndex_state,servicesValueAddedPriceIndex,servicesValueAddedPriceIndex_state,grossDomesticProductValueAddedPriceIndex,grossDomesticProductValueAddedPriceIndex_state,agricultureValueAddedConstant1913Prices,agricultureValueAddedConstant1913Prices_state,fisheriesValueAddedConstant1913Prices,fisheriesValueAddedConstant1913Prices_state,industryValueAddedConstant1913Prices,industryValueAddedConstant1913Prices_state,servicesValueAddedConstant1913Prices,servicesValueAddedConstant1913Prices_state,grossDomesticProductValueAddedConstant1913Prices,grossDomesticProductValueAddedConstant1913Prices_state,housingValueAddedAdjustmentCurrentPrices,housingValueAddedAdjustmentCurrentPrices_state,servicesValueAddedHousingAdjustmentNominal,servicesValueAddedHousingAdjustmentNominal_state,servicesValueAddedHousingAdjustmentReal,servicesValueAddedHousingAdjustmentReal_state,grossDomesticProductValueAddedHousingAdjustmentNominal,grossDomesticProductValueAddedHousingAdjustmentNominal_state,grossDomesticProductValueAddedHousingAdjustmentReal,grossDomesticProductValueAddedHousingAdjustmentReal_state,agricultureEmployment,industryEmployment,servicesEmployment,totalEmployment,agricultureLabourInputManHours,industryLabourInputManHours,servicesLabourInputManHours,totalLabourInput,agricultureRealValueAddedProductivity,agricultureRealValueAddedProductivity_state,industryRealValueAddedProductivity,industryRealValueAddedProductivity_state,servicesRealValueAddedProductivity,servicesRealValueAddedProductivity_state,grossDomesticProductRealValueAddedProductivity,grossDomesticProductRealValueAddedProductivity_state,agricultureRealValueAddedPerWorker,agricultureRealValueAddedPerWorker_state,industryRealValueAddedPerWorker,industryRealValueAddedPerWorker_state,servicesRealValueAddedPerWorker,servicesRealValueAddedPerWorker_state,grossDomesticProductRealValueAddedPerWorker,grossDomesticProductRealValueAddedPerWorker_state,agricultureRealValueAddedPerManHour,agricultureRealValueAddedPerManHour_state,industryRealValueAddedPerManHour,industryRealValueAddedPerManHour_state,servicesRealValueAddedPerManHour,servicesRealValueAddedPerManHour_state,grossDomesticProductRealValueAddedPerManHour,grossDomesticProductRealValueAddedPerManHour_state,agricultureNominalValueAddedPerManHour,agricultureNominalValueAddedPerManHour_state,industryNominalValueAddedPerManHour,industryNominalValueAddedPerManHour_state,servicesNominalValueAddedPerManHour,servicesNominalValueAddedPerManHour_state,agricultureRelativeProductivityWorkerGdp100,agricultureRelativeProductivityWorkerGdp100_state,industryRelativeProductivityWorkerGdp100,industryRelativeProductivityWorkerGdp100_state,servicesRelativeProductivityWorkerGdp100,servicesRelativeProductivityWorkerGdp100_state,relativeProductivityWorkerGdp100StandardDeviationSeries,relativeProductivityWorkerGdp100StandardDeviationSeries_state,relativeProductivityWorkerGdp100StandardDeviationFiveYearAverage,relativeProductivityWorkerGdp100StandardDeviationFiveYearAverage_state,agricultureRelativeProductivityWorkerIndustry100,agricultureRelativeProductivityWorkerIndustry100_state,agricultureRelativeProductivityWorkerIndustry100FiveYearAverage,agricultureRelativeProductivityWorkerIndustry100FiveYearAverage_state,agricultureRelativeProductivityManHourGdp100,agricultureRelativeProductivityManHourGdp100_state,industryRelativeProductivityManHourGdp100,industryRelativeProductivityManHourGdp100_state,servicesRelativeProductivityManHourGdp100,servicesRelativeProductivityManHourGdp100_state,relativeProductivityManHourGdp100StandardDeviationSeries,relativeProductivityManHourGdp100StandardDeviationSeries_state,relativeProductivityManHourGdp100StandardDeviationFiveYearAverage,relativeProductivityManHourGdp100StandardDeviationFiveYearAverage_state,agricultureRelativeProductivityManHourIndustry100,agricultureRelativeProductivityManHourIndustry100_state,agricultureRelativeProductivityManHourIndustry100FiveYearAverage,agricultureRelativeProductivityManHourIndustry100FiveYearAverage_state
1898,256.4926378833635,,7.967286245353141,,418.51796318608,,678.6738119095619,,1361.6516992243585,,76.5215402287293,,154.4,,86.7,,82.39033299126993,,82.68471067849488,,335.1901139426696,,5.160159485332345,,482.71968072212223,,823.7299052808465,,1646.7998594309706,,108.05166301719774,,570.6221488923642,,692.5838604789075,,1253.6000362071607,,1516.1207264563898,,691972,649141,661828,2002941,1870078.4760000075,1808714.5663199306,1844064.6084570026,5522857.65077694,340.35027342800197,,482.71968072212223,,692.5838604789075,,1516.1207264563898,,491.8555569127103,,743.6283961760577,,1046.4710778010412,,756.9472722643302,,0.18199785613061117,,0.2668854941021896,,0.3755746177778544,,0.27451743686406727,,0.14141648466773518,,0.23138972338659838,,0.3680314717809337,,61.06333335874709,,103.01114712085008,,137.7566739937043,,38.40299297112551,,38.518201153892335,,59.27837429779237,,57.65433422092774,,62.30241637964622,,101.94100727559751,,136.32557736085946,,37.04264414116854,,37.19438605734557,,61.11614750991387,,59.388774933513574,
1899,256.0239996173369,,7.967286245353141,,437.06502035698423,,692.7676840296938,,1393.823990249368,,76.91662075441701,,150.2,,84.6,,84.91626481448088,,83.43186955128613,,332.85913643396054,,5.304451561486779,,516.6253195709035,,815.8244896230472,,1670.613397189398,,110.33157215834635,,582.4361118713474,,685.8946435571714,,1283.4924180910218,,1538.3718775498019,,697638,661112,674672,2033422,1886490.648,1829991.819274123,1867526.5926095902,5584009.059883713,338.1635879954473,,516.6253195709035,,685.8946435571714,,1538.3718775498019,,484.7264455139303,,781.4490125287447,,1016.6342216027513,,756.5433429705205,,0.1792553747106873,,0.2823101798213644,,0.36727436507275424,,0.2754959494248812,,0.13993776547080453,,0.2388344121288742,,0.3709546556237543,,59.95061925384609,,104.73822754673566,,136.76967592416432,,38.58564285990049,,37.775257397402804,,57.23852757303468,,58.110139633942005,,60.881836089929976,,103.90817291489876,,135.68577078604244,,37.54266469200079,,36.62872006658267,,58.59196094208341,,59.61448032169138,
1900,265.34099201862443,,10.343494423791798,,464.9506401954786,,725.980604595386,,1466.615731233281,,77.70366212086765,,202.7,,93.2,,89.70664960429693,,88.6312972598461,,341.4781038323366,,5.102858620518894,,498.87407746295986,,809.2829325337012,,1654.7379724495163,,112.70148169374201,,613.279122901644,,683.6495684621668,,1353.914249539539,,1527.5803146265378,,698855,673888,688525,2061268,1890993.972000001,1859708.7735176624,1900102.0693145576,5650804.814832222,346.5809624528555,,498.87407746295986,,683.6495684621668,,1527.5803146265378,,495.9268552888016,,740.2922703223085,,992.9190203146825,,741.0876774036844,,0.1832797817363192,,0.2682538710183817,,0.35979623384589354,,0.2703296901384645,,0.14578813604087792,,0.25001260778913176,,0.3820745297421186,,60.057680215530866,,105.04186625991537,,135.6068940456967,,38.00324904526258,,36.61910618474912,,57.174993508706585,,59.647710779507065,,60.84730265342772,,104.3472618996413,,134.71017406878488,,37.12563504178517,,35.669405281178896,,58.312313658933576,,60.92263228873378,
1901,284.6675948693038,,9.784386617100349,,473.10457370546453,,733.2353342800365,,1500.791889471905,,79.5856422306001,,226.3,,89.3,,86.66226260923001,,86.35728289805151,,357.68712407255185,,4.323635270481815,,529.7923557731965,,846.0837649557776,,1737.8868800720081,,115.81263404565487,,617.4227002343816,,712.4470117038263,,1384.9792554262501,,1603.7781747502152,,701040,687858,703633,2092531,1898123.2440000018,1898790.4680513905,1942336.402871529,5739250.114922922,362.01075934303367,,529.7923557731965,,712.4470117038263,,1603.7781747502152,,516.3910181202695,,770.2059956752652,,1012.5264331033741,,766.4298281603546,,0.19072036575462395,,0.2790157021995635,,0.36679898016149637,,0.2794403698455567,,0.15512795726893477,,0.2491610220642102,,0.37750172070915694,,63.46003607663366,,103.91709226023183,,132.57603475234708,,34.72542213026454,,35.93179562647115,,61.06794820405044,,59.469911982188044,,64.28386151599665,,103.25045800604616,,131.7255516977529,,33.85658029921167,,35.168974521880635,,62.26012238341093,,60.488954616795546,
1902,289.61108362892736,,14.956133828996245,,479.0353350402198,,748.9922122276873,,1532.5947647258308,,81.88590777855535,,226,,87,,83.05273902353869,,84.54591356153128,,353.6763424692374,,6.617758331414268,,550.6153276324366,,901.8272257287132,,1812.7366541618012,,118.97374978533472,,630.0184624423526,,758.5763815252302,,1413.621014940496,,1672.0157786356917,,702996,701884,718831,2123711,1904640.4560000026,1927208.1200572501,1973740.5898252036,5805589.165882456,360.2941008006517,,550.6153276324366,,758.5763815252302,,1672.0157786356917,,512.5123056185976,,784.4819480604153,,1055.2916909888836,,787.3085267419586,,0.18916646428760472,,0.2857062098804772,,0.38433438793109603,,0.28800105051552394,,0.15990798499447773,,0.24856440259601514,,0.37947854752990556,,65.08677084865023,,102.53322811182817,,131.67062655956667,,33.37822391719248,,35.08489328798801,,63.47871031395125,,59.90597599796045,,65.67248614800143,,102.08272142843138,,131.09209705879414,,32.77950223172831,,34.480750600773355,,64.33261694932712,,60.72101597913502,
1903,277.88063080613705,,13.13903345724904,,506.3566533899132,,764.3839222573324,,1561.7602399106318,,83.92764324829729,,178.4,,91.1,,83.21582625260282,,86.14985319372737,,331.095477069499,,7.364929067964708,,555.8250860482033,,918.5559486449538,,1812.8414408306205,,122.6214226180958,,641.7624996392366,,771.2024605646014,,1439.138817292536,,1670.5064070815165,,704706,715939,734096,2154741,1910498.3160000034,1959512.9822683653,2009208.3853949544,5879219.683663323,338.4604061374637,,555.8250860482033,,771.2024605646014,,1670.5064070815165,,480.28597193363424,,776.3581618660295,,1050.5471499158168,,775.2701633660456,,0.17715818082797152,,0.2836547096538094,,0.38383398465311724,,0.2841374360824411,,0.15232657460420684,,0.25840944049462033,,0.3804403404911511,,61.83106887140395,,105.89437418562002,,130.89222992609928,,34.96644017973565,,34.29402836930939,,58.38938031119725,,60.41975329577724,,62.22897923376771,,105.56631860285502,,130.48673221105966,,34.540490344677224,,33.84059146907987,,58.9477591502227,,61.04074905541743,
1904,293.36566080956106,,12.44014869888473,,532.0416281425134,,804.3066192307018,,1642.154056881661,,85.4872587144318,,102.7,,92.1,,88.86435084805873,,89.34194463612043,,343.16887126950957,,12.11309513036488,,577.6782064522405,,905.0948007327644,,1838.0549735848795,,126.54376785130502,,677.7628513793968,,762.6937516690392,,1515.610289030356,,1696.415155505361,,705558,729385,748769,2183712,1914035.34,1989776.1770512434,2042656.0983766906,5946467.615427934,355.2819663998744,,577.6782064522405,,762.6937516690392,,1696.415155505361,,503.5474991423447,,792.0072478214394,,1018.5968592036252,,776.8493077408382,,0.18561933469832087,,0.29032320977343945,,0.3733833376431578,,0.28528115601000875,,0.15977020022443567,,0.2673876762013377,,0.39375527768472063,,62.4483297048925,,105.0985203731043,,130.41805564565146,,34.3511311674848,,34.497980305099446,,59.41884765189675,,60.201903065096346,,62.68552862311789,,104.90903689450602,,130.1829232501807,,34.10154508646439,,34.22591481382422,,59.75226775378077,,60.573964886840734,
1905,301.16074014758107,,14.536802973977661,,555.849445021171,,839.4216561086575,,1710.9686442513873,,85.1587739298028,,105.7,,90.6,,88.38464742618773,,88.62108630059346,,353.646167329547,,13.752888338673284,,613.5203587430144,,949.7369515556194,,1930.656365966854,,130.58727651074165,,708.8343795979159,,801.9881283000892,,1580.3813677406456,,1783.3017329308707,,706600,743281,763939,2213820,1918091.8680000051,2023307.0515775357,2079540.8004174607,6020939.719995001,367.3990556682203,,613.5203587430144,,801.9881283000892,,1783.3017329308707,,519.9533762641103,,825.4218239710344,,1049.8065006500378,,805.5314943992153,,0.19154403488051247,,0.303226521285864,,0.38565635650865465,,0.296183289629804,,0.16458937571678287,,0.2747232282849928,,0.4036572189110916,,62.58611225572835,,104.75736135323473,,129.97699656138607,,34.04892445186949,,34.868387444532885,,59.743879997790536,,59.557823311748095,,62.70528936690094,,104.66410392771843,,129.86128803342137,,33.92483938331776,,34.789364625205415,,59.910979040345616,,59.657620607834,
1906,310.26716562085994,,16.63345724907059,,583.3834522756301,,912.643243722156,,1822.9273188677166,,88.7875126610595,,142.4,,93.1,,92.84497362376317,,92.50031420811791,,349.44910193090385,,11.680798629965302,,626.6202494904728,,982.975392314151,,1970.7255423654929,,135.18107762280738,,777.4621660993486,,837.3766890708248,,1687.7462412449092,,1824.5843332462875,,707325,757102,779068,2243495,1921291.764000006,2054700.0414623576,2114313.5956608173,6090305.401123181,361.12990056086915,,626.6202494904728,,837.3766890708248,,1824.5843332462875,,510.55724109973374,,827.656312478996,,1074.8441587522846,,813.2776463715263,,0.1879620301962987,,0.3049692105152725,,0.3960513193451359,,0.29958831504735306,,0.17014626773257197,,0.28392633498971864,,0.4316498960207056,,61.43483502245818,,102.42775859332637,,132.65445947107978,,35.745181809214806,,34.62766409688087,,59.978697050645934,,60.217338063357815,,61.39801754725192,,102.45604755330446,,132.69109657752855,,35.78319702293341,,34.777784050548576,,59.92620154052748,,60.00305874392059,
1907,307.6719463013057,,13.418587360594763,,580.3654968549488,,910.1496319831772,,1811.6056625000265,,90.71542404384195,,125.1,,96,,92.80362598780128,,93.61520764448304,,339.16166908133573,,10.7262888573899,,604.5473925572384,,980.726369573979,,1935.161720069943,,140.04803606999104,,770.1015959131862,,829.8184340495633,,1671.5576264300355,,1785.5620560903005,,707146,770194,793479,2270819,1922037.876000007,2075775.7979589703,2138531.985952482,6136345.659911459,349.8879579387256,,604.5473925572384,,829.8184340495633,,1785.5620560903005,,494.78885256895404,,784.9287225779977,,1045.7976002510002,,786.3075199257627,,0.1820400952071167,,0.2912392528863986,,0.38803180850249,,0.2909813356433484,,0.16705733933304615,,0.27958968277094265,,0.4255955197124653,,61.68500138364653,,102.36762332001081,,131.8480624392422,,35.23025961435969,,34.12477364130552,,60.25831154721002,,61.64546700625063,,61.327325062795325,,102.6383362021235,,132.1967368328278,,35.59675128863433,,34.5208812289617,,59.75089555429341,,61.0663010949843,
1908,305.50519820780875,,11.391821561338263,,569.3404705040631,,891.9313999047815,,1778.1688901779917,,91.90199687899775,,98.8,,89.5,,89.74173956315539,,90.08054194949366,,332.4249837683619,,11.530183766536704,,636.1346039151542,,993.8869073036949,,1973.976678753748,,143.2815764737998,,748.6498234309818,,834.2270019226921,,1634.887313704192,,1814.917271058205,,707149,783715,808366,2299230,1923279.1560000076,2096552.0639297324,2162497.0884959735,6182328.308425713,343.95516753489864,,636.1346039151542,,834.2270019226921,,1814.917271058205,,486.39702175199096,,811.6912447958176,,1031.9916992088881,,789.358729252056,,0.17883788032635303,,0.30341941650750004,,0.3857702312574676,,0.29356533340112456,,0.16476912297444238,,0.2715603777742125,,0.4124543818577457,,63.02339827051839,,102.16649406902528,,130.24626596998766,,33.76282344147556,,33.24413905713694,,61.686954069245836,,63.81382978230893,,62.307463320599425,,102.69058894074104,,130.9144047827855,,34.48258747139299,,33.91443993615839,,60.674949830655635,,62.79940386027397,
1909,334.4625936874943,,13.628252788104056,,589.7737153396084,,942.4636763676215,,1880.3282381828283,,94.14083342689199,,105,,90.7,,88.92982251308352,,90.47484095670893,,355.2789809824997,,12.97928836962291,,650.2466541781791,,1059.7836020969955,,2078.288525627297,,146.7574479436466,,795.7062284239748,,894.7574682350333,,1733.5707902391816,,1916.080505815615,,706414,796640,822672,2325726,1922512.7639999997,2119496.484371112,2188755.789052209,6230765.037423321,368.2582693521226,,650.2466541781791,,894.7574682350333,,1916.080505815615,,521.3065841731939,,816.2365110692147,,1087.6235829529062,,823.8633896751445,,0.19155049383699316,,0.30679298549113543,,0.40879730516783136,,0.3075193004883383,,0.1810603565259858,,0.27826123784045975,,0.43059334489561035,,66.1074298255681,,99.32081432006059,,129.76064889441727,,31.83667888960807,,32.26350579937455,,66.5594923663608,,66.15943287726336,,65.07634677842393,,100.01209075328626,,130.66378766905237,,32.81703097853002,,33.220191596202795,,65.06847950909936,,64.66434303354069,
1910,368.2032715458414,,14.536802973977661,,622.2227151907879,,995.5277998278442,,2000.4905895384513,,98.23845964613784,,112.7,,90.8,,91.69920319941343,,92.67466031962344,,374.8056238586564,,12.898671671674943,,685.2673074788413,,1085.644983918696,,2158.616586927869,,151.33117358436564,,844.1966262434786,,920.6150073165288,,1849.1594159540857,,1995.3236511216373,,702434,806054,833381,2341869,1912907.628000001,2132608.7866349854,2204908.9058731184,6250425.320508105,387.70429553033136,,685.2673074788413,,920.6150073165288,,1995.3236511216373,,551.9440908759134,,850.1506195352189,,1104.6748213800515,,852.0218898331365,,0.2026780017264541,,0.32132818347809367,,0.41752972418240375,,0.3192300601648393,,0.20008288373024297,,0.29176599059810904,,0.45150518335524015,,69.00596871616712,,97.76197544414096,,128.28865790817915,,29.645751531026587,,32.13406155599316,,70.58569387808208,,67.25546710255068,,67.63089822748101,,98.62110965466006,,129.41606121943357,,30.892632919301217,,33.33479157663322,,68.57649286679396,,65.36985183438226,
1911,400.96669181692056,,14.676579925650524,,676.8234420551889,,1109.4762335972223,,2201.942947394982,,103.88020258901147,,108.2,,94.7,,99.20227578229917,,98.6244389496827,,385.989516600476,,13.564306770471832,,714.7026843243812,,1118.3979650144156,,2232.6544727097444,,156.51333181805748,,952.9629017791648,,960.6260484088649,,2045.4296155769248,,2073.9581764520703,,701865,819536,848324,2369725,1912584.3720000016,2156754.1680440186,2232514.889952087,6301853.429996107,399.55382337094784,,714.7026843243812,,960.6260484088649,,2073.9581764520703,,569.2744664158319,,872.082110272619,,1132.3810812954307,,875.189389676891,,0.20890781563436694,,0.3313788353415132,,0.43028875316011056,,0.32910289004505644,,0.21732022797401104,,0.313815757068413,,0.49696252356060805,,68.60891941735619,,95.67991196505652,,130.14504887394762,,30.842015520402835,,32.75052634790128,,71.7067125254181,,66.77713336764096,,66.95513811064461,,96.6848670816084,,131.5120017700533,,32.311955323155416,,34.16385660646678,,69.25089740686107,,64.59283293185347,
1912,383.2668278030761,,16.074349442379145,,721.7629736288677,,1188.8619080877568,,2309.96605896208,,103.08232993458935,,103.9,,95.2,,103.04354436344234,,100.4691703682703,,371.8065240146174,,15.470981176495807,,758.1543840639367,,1153.7471031611174,,2299.1789924161676,,162.4118194770502,,1026.4500886107066,,996.1323583652558,,2147.5542394850295,,2137.525602742769,,702844,835082,865441,2403367,1916480.916000002,2191849.673646889,2271533.3026105673,6379863.8922574585,387.2775051911132,,758.1543840639367,,996.1323583652558,,2137.525602742769,,551.0148840868147,,907.8801651381981,,1151.011285997839,,889.3879306584341,,0.2020774128027439,,0.34589707185643276,,0.4385286173090429,,0.33504250856148354,,0.2083721126109324,,0.329294012407324,,0.5233741925427433,,63.58594125809712,,96.72559918026165,,132.73220922944802,,34.583038397452746,,,blank,65.73848267364654,,,blank,61.90231161373001,,97.8252814791694,,134.24125401409205,,36.16975119078649,,,blank,63.27843955850133,,,blank
1913,364.8549993526096,,18.8,,782.252692727084,,1248.4818529960794,,2414.3895450757727,,100,,100,,100,,100,,100,,364.8549993526096,,18.8,,782.252692727084,,1248.4818529960794,,2414.3895450757727,,169,,1079.4818529960794,,1079.4818529960794,,2245.3895450757727,,2245.3895450757727,,704363,851575,883580,2439518,1921855.0560000034,2225346.2691381723,2308982.128978782,6456183.454116957,383.6549993526096,,782.252692727084,,1079.4818529960794,,2245.3895450757727,,544.683635217366,,918.5951827227008,,1221.7137701125866,,920.4234381856468,,0.1996274371237541,,0.3515195381391289,,0.46751416541864416,,0.3477889934561789,,0.1996274371237541,,0.3515195381391289,,0.540706589854924,,59.177505984751434,,99.80136800225884,,132.73388306156656,,36.84514740101617,,,blank,59.29528539469724,,,blank,57.3990094223344,,101.07264598740674,,134.42465811602818,,38.627912620560785,,,blank,56.789855318011654,,,blank
